Day,Time,Playlist Name,Song Name,Artist,Duration
Friday,2:00 – 5:00pm,The Launch Party,Fifteen,"Goldroom, Chela et Cetera",4:60
Friday,2:00 – 5:00pm,The Launch Party,Let Go,"RAC, Kele, MNDR",4:40
Friday,2:00 – 5:00pm,The Launch Party,Calling Out,Penguin Prison,3:59
Friday,2:00 – 5:00pm,The Launch Party,Control,"Gigamesh, Caroline Smith",4:25
Friday,2:00 – 5:00pm,The Launch Party,Sunlight (feat. Years and Years),"The Magician, Olly Alexander (Years & Years)",3:13
Friday,2:00 – 5:00pm,The Launch Party,Coma Cat,Tensnake,6:56
Friday,2:00 – 5:00pm,The Launch Party,Ocean Drive,Duke Dumont,3:26
Friday,2:00 – 5:00pm,The Launch Party,Young Blood,The Naked And Famous,4:07
Friday,2:00 – 5:00pm,The Launch Party,Take a Walk,Passion Pit,4:25
Friday,2:00 – 5:00pm,The Launch Party,Genghis Khan,Miike Snow,3:32
Friday,2:00 – 5:00pm,The Launch Party,Closer,"Lemaitre, Jennie A.",4:31
Friday,2:00 – 5:00pm,The Launch Party,Shooting Stars,Bag Raiders,3:47
Saturday,10:00am – Noon,The Dusty Porch,Santa Maria De Feira,Devendra Banhart,4:35
Saturday,10:00am – Noon,The Dusty Porch,Postcards from Italy,Beirut,4:17
Saturday,10:00am – Noon,The Dusty Porch,40 Day Dream,Edward Sharpe & The Magnetic Zeros,3:54
Saturday,10:00am – Noon,The Dusty Porch,Beautiful Strangers,Kevin Morby,6:16
Saturday,10:00am – Noon,The Dusty Porch,The Rifle,Alela Diane,2:43
Saturday,10:00am – Noon,The Dusty Porch,More Of This,Vetiver,4:00
Saturday,10:00am – Noon,The Dusty Porch,Humbug Mountain Song,Fruit Bats,3:04
Saturday,10:00am – Noon,The Dusty Porch,Beggar in the Morning,The Barr Brothers,5:55
Saturday,10:00am – Noon,The Dusty Porch,Where'd All the Time Go?,Dr. Dog,3:55
Saturday,10:00am – Noon,The Dusty Porch,Black Water,Timber Timbre,5:60
Saturday,10:00am – Noon,The Dusty Porch,Astral Plane,Valerie June,3:39
Saturday,10:00am – Noon,The Dusty Porch,Home Again,Michael Kiwanuka,3:32
Saturday,10:00am – Noon,The Dusty Porch,One of These Days,Bedouine,2:59
Saturday,10:00am – Noon,The Dusty Porch,Pa'lante,Hurray For The Riff Raff,5:53
Saturday,10:00am – Noon,The Dusty Porch,I Am The Changer,Cotton Jones,6:35
Saturday,10:00am – Noon,The Dusty Porch,Moving to the Left,Woods,5:23
Saturday,10:00am – Noon,The Dusty Porch,Be Good or Be Gone,Fionn Regan,3:20
Saturday,10:00am – Noon,The Dusty Porch,Ghosts,Laura Marling,2:60
Saturday,10:00am – Noon,The Dusty Porch,The Wrote & The Writ,Johnny Flynn,4:07
Saturday,10:00am – Noon,The Dusty Porch,Moonshine Freeze,This Is The Kit,3:42
Saturday,10:00am – Noon,The Dusty Porch,Home to You,Cate Le Bon,5:27
Saturday,10:00am – Noon,The Dusty Porch,The Barrel,Aldous Harding,4:59
Saturday,10:00am – Noon,The Dusty Porch,The Magician,Andy Shauf,3:52
Saturday,10:00am – Noon,The Dusty Porch,Oom Sha La La,Haley Heynderickx,2:57
Saturday,10:00am – Noon,The Dusty Porch,Roll The Bones,Shakey Graves,4:04
Saturday,10:00am – Noon,The Dusty Porch,The Way We Move,"Langhorne Slim, The Law",2:49
Saturday,10:00am – Noon,The Dusty Porch,3 Rounds and a Sound,Blind Pilot,4:27
Saturday,10:00am – Noon,The Dusty Porch,Big Black Car,Gregory Alan Isakov,3:37
Saturday,10:00am – Noon,The Dusty Porch,The Gardener,The Tallest Man On Earth,3:57
Saturday,10:00am – Noon,The Dusty Porch,Emmylou,First Aid Kit,4:18
Saturday,10:00am – Noon,The Dusty Porch,Chinese Translation,M. Ward,3:59
Saturday,10:00am – Noon,The Dusty Porch,Boy With a Coin,Iron & Wine,4:06
Saturday,2:00 – 5:00pm,The Crossroads,Me Gustas Tu,Manu Chao,3:60
Saturday,2:00 – 5:00pm,The Crossroads,Hello,The Cat Empire,3:44
Saturday,2:00 – 5:00pm,The Crossroads,Wonderlust King,Gogol Bordello,3:58
Saturday,2:00 – 5:00pm,The Crossroads,Asfalt Tango,Fanfare Ciocarlia,6:13
Saturday,2:00 – 5:00pm,The Crossroads,War,Hypnotic Brass Ensemble,2:54
Saturday,2:00 – 5:00pm,The Crossroads,Sexual Healing,Hot 8 Brass Band,5:01
Saturday,2:00 – 5:00pm,The Crossroads,Bad Man Lighter (B.M.L.),"Seun Kuti, Egypt 80",7:48
Saturday,2:00 – 5:00pm,The Crossroads,Secret Agent - 2022 Remaster,Tony Allen,5:18
Saturday,2:00 – 5:00pm,The Crossroads,Bulgarian Chicks (feat. Vlada Tomova & Kristin Espeland),"Balkan Beat Box, Vlada Tomova, Kristin Espeland",5:53
Saturday,2:00 – 5:00pm,The Crossroads,Disko Partizani,Shantel,4:53
Saturday,2:00 – 5:00pm,The Crossroads,Musonsu,Jupiter & Okwess,3:37
Saturday,2:00 – 5:00pm,The Crossroads,Soubour,Songhoy Blues,3:32
Saturday,2:00 – 5:00pm,The Crossroads,Tahabort,Imarhan,3:31
Saturday,2:00 – 5:00pm,The Crossroads,Imuhar,Bombino,3:49
Saturday,2:00 – 5:00pm,The Crossroads,Crystal Frontier - Widescreen Version,Calexico,3:59
Saturday,2:00 – 5:00pm,The Crossroads,Je pense à toi,Amadou & Mariam,5:17
Saturday,2:00 – 5:00pm,The Crossroads,Fafa,Vieux Farka Touré,5:03
Saturday,2:00 – 5:00pm,The Crossroads,Brooklyn,Youngblood Brass Band,6:52
Saturday,2:00 – 5:00pm,The Crossroads,Gospel,MarchFourth,5:43
Saturday,2:00 – 5:00pm,The Crossroads,"Si, Se Puede",Antibalas,9:55
Saturday,2:00 – 5:00pm,The Crossroads,Bongo Bong,Manu Chao,2:38
